138,67187500;39,55078125;-308,59375000;25,20000076;34,50000000;-56,54999924
14,64843750;-20,99609375;-1006,34765625;24,00000000;34,65000153;-54,59999847
-25,87890625;-1770,50781250;-30,76171875;24,14999962;34,20000076;-54,45000076
83,00781250;313,47656250;-1824,70703125;22,04999924;38,09999847;-57,15000153
670,89843750;837,40234375;-819,82421875;-1,04999995;62,54999924;-61,34999847
575,68359375;-48,33984375;-213,37890625;-12,44999981;71,55000305;-52,04999924
-419,43359375;716,30859375;-957,51953125;18,29999924;70,50000000;-50,25000000
-775,87890625;-81,54296875;-825,68359375;40,50000000;59,84999847;-38,25000000
-790,52734375;-867,18750000;-715,82031250;50,40000153;40,04999924;-18,00000000
-766,60156250;-1181,15234375;-968,75000000;47,09999847;19,35000038;-1,50000000
-587,40234375;-754,39453125;-275,87890625;25,95000076;-4,94999981;2,84999990
68,84765625;-1100,58593750;-5,85937500;0,15000001;-13,94999981;-3,00000000
446,28906250;-664,55078125;368,16406250;-28,20000076;-5,25000000;-14,85000038
993,16406250;-689,94140625;208,00781250;-39,29999924;10,05000019;-24,29999924
961,91406250;-581,05468750;67,38281250;-39,59999847;24,00000000;-36,59999847
542,96875000;67,87109375;-269,04296875;-25,50000000;55,50000000;-48,29999924
-327,14843750;820,31250000;-642,57812500;5,84999990;74,55000305;-44,09999847
-453,12500000;42,96875000;-824,70703125;32,40000153;68,69999695;-36,15000153
-880,37109375;-101,56250000;-392,57812500;47,09999847;57,75000000;-23,10000038
-1195,31250000;-309,57031250;-292,96875000;51,90000153;47,84999847;-1,50000000
-1161,13281250;-431,15234375;-319,82421875;43,34999847;31,20000076;15,14999962
-771,97265625;-833,49609375;-355,95703125;34,95000076;19,50000000;22,64999962
-651,85546875;-1110,83984375;-311,52343750;27,00000000;2,09999990;13,19999981
-325,19531250;-1084,96093750;-748,53515625;7,05000019;-12,30000019;-5,84999990
321,77734375;-1111,81640625;-111,81640625;-16,35000038;-6,15000010;-31,04999924
752,44140625;-674,80468750;61,03515625;-32,09999847;13,50000000;-38,54999924
966,30859375;-190,91796875;-88,86718750;-39,75000000;40,65000153;-40,50000000
-263,67187500;342,77343750;-359,86328125;-17,25000000;65,84999847;-49,50000000
-517,57812500;-97,16796875;-979,49218750;27,14999962;67,19999695;-42,00000000
-1074,70703125;-105,46875000;-680,66406250;49,04999924;49,95000076;-23,39999962
-1702,63671875;688,47656250;309,08203125;48,75000000;25,35000038;-2,09999990
-1315,91796875;33,20312500;314,45312500;35,40000153;33,29999924;27,29999924
-843,26171875;-282,71484375;387,20703125;17,25000000;41,70000076;42,90000153
-531,73828125;-111,81640625;442,87109375;5,69999981;45,15000153;42,90000153
-567,38281250;-27,34375000;747,07031250;4,05000019;47,25000000;43,50000000
-676,26953125;203,12500000;866,69921875;7,19999981;46,65000153;43,95000076
-516,11328125;-39,06250000;736,81640625;8,55000019;47,25000000;42,29999924
-496,09375000;-231,44531250;613,76953125;8,69999981;47,40000153;42,15000153
-1032,71484375;-388,18359375;489,74609375;15,14999962;48,00000000;40,50000000
-1434,08203125;-298,33984375;543,45703125;24,00000000;40,79999924;36,00000000
-945,31250000;-640,62500000;394,53125000;22,64999962;30,29999924;36,15000153
-1050,29296875;1488,76953125;586,42578125;25,64999962;16,79999924;28,50000000
-104,00390625;-2000,00000000;-1639,16015625;34,95000076;22,04999924;22,79999924
-1932,12890625;206,54296875;363,28125000;33,45000076;18,75000000;20,70000076
-2000,00000000;1999,93896484;310,54687500;36,29999924;21,60000038;22,79999924
-112,79296875;-2000,00000000;-327,14843750;36,59999847;28,50000000;23,85000038
-492,18750000;-2000,00000000;-541,99218750;38,84999847;29,70000076;22,79999924
-2000,00000000;1838,86718750;612,30468750;39,29999924;28,95000076;21,29999924
-1385,25390625;542,48046875;-543,45703125;43,34999847;30,45000076;16,95000076
-98,14453125;-2000,00000000;-1552,24609375;47,09999847;33,90000153;11,39999962
-664,55078125;-1581,54296875;306,64062500;48,29999924;29,10000038;4,65000010
-1916,01562500;1474,60937500;980,95703125;48,75000000;27,14999962;0,00000000
-1735,35156250;1740,72265625;-685,05859375;48,90000153;28,95000076;-3,45000005
-1042,48046875;-140,13671875;-728,02734375;50,09999847;27,00000000;-8,10000038
110,83984375;-2000,00000000;-1861,32812500;51,59999847;31,95000076;-12,14999962
-1077,63671875;452,63671875;-290,52734375;46,34999847;28,20000076;-20,54999924
-1506,83593750;1999,93896484;-191,89453125;47,09999847;27,75000000;-26,39999962
